date,open,high,low,close,volume
2025-02-19 09:15:00,75787.27,75787.27,75581.38,75675.82,0
2025-02-19 09:30:00,75675.96,75891.98,75672.08,75891.98,0
2025-02-19 09:45:00,75893.42,76135.58,75892.79,76123.48,0
2025-02-19 10:00:00,76123.48,76146.64,76020.07,76112.24,0
2025-02-19 10:15:00,76119.84,76305.89,76116.82,76279.04,0
2025-02-19 10:30:00,76278.46,76338.58,76213.28,76253.68,0
2025-02-19 10:45:00,76253.96,76263.65,75957.3,75968.1,0
2025-02-19 11:00:00,75967.76,76103,75950.32,76103,0
2025-02-19 11:15:00,76103.62,76150.09,76033.6,76059.32,0
2025-02-19 11:30:00,76059.32,76164.67,76053.77,76064.12,0
2025-02-19 11:45:00,76064.47,76209.95,76061.73,76204.36,0
2025-02-19 12:00:00,76203.49,76232.15,76191.87,76205.58,0
2025-02-19 12:15:00,76199.27,76265.35,76101.55,76101.9,0
2025-02-19 12:30:00,76101.55,76105.78,75985.93,76021.17,0
2025-02-19 12:45:00,76021.17,76041.52,75992.39,76018.53,0
2025-02-19 13:00:00,76018.12,76031.57,75917.27,75997.39,0
2025-02-19 13:15:00,75996.88,76001.77,75927.18,75938.85,0
2025-02-19 13:30:00,75938.14,76044.95,75931.52,75983.07,0
2025-02-19 13:45:00,75982.18,76024.61,75942.85,75950.94,0
2025-02-19 14:00:00,75950.83,76017.16,75944.03,75999.47,0
2025-02-19 14:15:00,75999.47,76004.29,75721.89,75725.08,0
2025-02-19 14:30:00,75726.42,75851.51,75716.09,75797.9,0
2025-02-19 14:45:00,75797.9,75938.86,75789.69,75929.06,0
2025-02-19 15:00:00,75928.61,76004.92,75915.6,75967.47,0
2025-02-19 15:15:00,75967.14,75968.83,75863.29,75874.53,0
2025-02-20 09:15:00,75672.84,75689.6,75546.17,75592.85,0
2025-02-20 09:30:00,75588.99,75741.17,75572.16,75679.76,0
2025-02-20 09:45:00,75679.26,75687.58,75463.01,75687.24,0
2025-02-20 10:00:00,75685.53,75708.04,75615.64,75645.59,0
2025-02-20 10:15:00,75651.26,75770.26,75644.63,75688.42,0
2025-02-20 10:30:00,75688.42,75758.29,75672.48,75688.6,0
2025-02-20 10:45:00,75690.5,75712.67,75670.91,75693.38,0
2025-02-20 11:00:00,75691.75,75785.27,75691.75,75780.08,0
2025-02-20 11:15:00,75774.41,75794.15,75728.72,75753.7,0
2025-02-20 11:30:00,75752.19,75776.4,75731.69,75754.47,0
2025-02-20 11:45:00,75756.32,75759.5,75680.77,75721.24,0
2025-02-20 12:00:00,75721.14,75748.31,75713.26,75715.91,0
