scan_date,symbol,sector,action,action_class,leader_class,score,fundamental_score,risk_score,rsi14,pct_from_52w_high,warn_extended,warn_rsi_overext,warn_rs_weak,warn_bearish,warn_inside_supply,return_1d,return_3d,return_5d,return_10d,mfe,mae,outcome_label,m0_shadow,m0_q,m1_shadow,m1_q,m2_shadow,m2_q,m3_shadow,m3_q,m4_shadow,m4_q,m5_shadow,m5_q,m6_shadow,m6_q
2026-05-18,ASTERDM,Healthcare,AVOID / NO TRADE,AVOID,,54.600,0,10,66.800,-1.950,false,false,false,false,true,-0.808,0.563,-1.073,,2.854,-2.364,entry_reached_no_resolution,54.600,Q2,54.600,Q4,51.600,Q2,54.600,Q2,44.600,Q2,54.600,Q2,51.600,Q4
2026-05-18,ASTRAL,Capital Goods,AVOID / NO TRADE,AVOID,,33.600,0,10,45.900,-12.670,false,false,false,true,true,-6.196,-4.182,0.499,,3.904,-7.316,entry_reached_no_resolution,33.600,Q1,33.600,Q1,33.600,Q1,33.600,Q1,23.600,Q1,33.600,Q1,33.600,Q1
2026-05-18,ASTRAZEN,Pharma,AVOID / NO TRADE,AVOID,,45.400,0,10,54.100,-20.410,false,false,false,false,true,2.192,0.946,3.420,,7.533,-1.786,target1_hit_daily_approx,45.400,Q1,45.400,Q2,45.400,Q2,45.400,Q1,35.400,Q1,45.400,Q1,45.400,Q3
2026-05-18,ATGL,Energy,AVOID / NO TRADE,AVOID,,42.900,0,10,50.900,-23.460,false,false,false,false,true,2.046,4.470,7.916,,35.887,-1.588,target1_hit_daily_approx,42.900,Q1,42.900,Q1,42.900,Q1,42.900,Q1,32.900,Q1,42.900,Q1,42.900,Q2
2026-05-18,ATUL,Chemicals,AVOID / NO TRADE,AVOID,,54.300,0,10,53.800,-11.630,false,false,false,false,true,2.434,2.535,2.281,,4.177,0.327,entry_reached_no_resolution,54.300,Q2,54.300,Q4,54.300,Q3,54.300,Q2,44.300,Q2,54.300,Q2,54.300,Q4
2026-05-18,AUROPHARMA,Pharma,AVOID / NO TRADE,AVOID,,42.900,0,10,68.800,-1.960,false,false,false,false,true,0.981,3.244,-2.904,,3.464,-4.679,stop_hit_daily_approx,42.900,Q1,42.900,Q1,39.900,Q1,42.900,Q1,32.900,Q1,42.900,Q1,39.900,Q2
2026-05-18,AXISBANK,Banking,AVOID / NO TRADE,AVOID,,24.300,0,6,37.600,-12.930,false,false,false,true,true,0.275,1.490,6.179,,6.648,-0.672,target1_hit_daily_approx,24.300,Q1,24.300,Q1,24.300,Q1,24.300,Q1,18.300,Q1,24.300,Q1,24.300,Q1
2026-05-18,BAJAJ-AUTO,Auto,AVOID / NO TRADE,AVOID,,45,0,10,54.700,-5.550,false,false,false,false,true,0.187,4.722,2.994,,6.362,-1.055,entry_reached_no_resolution,45,Q1,45,Q2,45,Q2,45,Q1,35,Q1,45,Q1,45,Q3
2026-05-18,BAJAJCON,FMCG,AVOID / NO TRADE,AVOID,,47.900,0,10,61.500,-7.190,false,false,false,false,false,1.298,5.125,8.038,,11.731,-0.192,entry_reached_no_resolution,47.900,Q1,47.900,Q3,47.900,Q2,47.900,Q1,37.900,Q1,47.900,Q1,47.900,Q3
2026-05-18,BAJAJELEC,Consumer Discretionary,AVOID / NO TRADE,AVOID,,17.900,0,3,34.700,-50.110,false,false,false,false,true,-2.199,-4.116,-4.680,,0.085,-6.287,not_triggered,17.900,Q1,17.900,Q1,17.900,Q1,17.900,Q1,14.900,Q1,17.900,Q1,17.900,Q1
2026-05-18,BAJAJFINSV,Financials,AVOID / NO TRADE,AVOID,,28.600,0,3,45.100,-20.270,false,false,false,true,true,-0.011,0.126,3.280,,3.743,-1.371,entry_reached_no_resolution,28.600,Q1,28.600,Q1,28.600,Q1,28.600,Q1,25.600,Q1,28.600,Q1,28.600,Q1
2026-05-18,BAJAJHLDNG,Financials,AVOID / NO TRADE,AVOID,,38.200,0,3,53.800,-29.740,false,false,false,false,true,-0.578,0.280,2.593,,5.379,-1.947,stop_hit_daily_approx,38.200,Q1,38.200,Q1,38.200,Q1,38.200,Q1,35.200,Q1,38.200,Q1,38.200,Q2
2026-05-18,BAJFINANCE,Financials,AVOID / NO TRADE,AVOID,,42.900,0,10,50,-16.370,false,false,false,false,false,0.168,-1.556,2.158,,2.863,-2.034,entry_reached_no_resolution,42.900,Q1,42.900,Q1,42.900,Q1,42.900,Q1,32.900,Q1,42.900,Q1,42.900,Q2
2026-05-18,BALKRISIND,Automobile,AVOID / NO TRADE,AVOID,,22.100,0,10,41.500,-24.710,false,false,false,true,false,0.901,4.571,5.220,,6.633,-0.185,entry_reached_no_resolution,22.100,Q1,22.100,Q1,22.100,Q1,22.100,Q1,12.100,Q1,22.100,Q1,22.100,Q1
2026-05-18,BALRAMCHIN,FMCG,AVOID / NO TRADE,AVOID,,52.100,0,10,61.100,-14.130,false,false,false,false,true,2.105,-0.306,-1.141,,4.508,-2.560,stop_hit_daily_approx,52.100,Q2,52.100,Q4,52.100,Q3,52.100,Q2,42.100,Q2,52.100,Q2,52.100,Q4
2026-05-18,BANKBARODA,Banking,AVOID / NO TRADE,AVOID,,24.600,0,10,41.600,-19.890,false,false,false,true,false,-0.058,0.901,4.410,,5.177,-1.572,entry_reached_no_resolution,24.600,Q1,24.600,Q1,24.600,Q1,24.600,Q1,14.600,Q1,24.600,Q1,24.600,Q1
2026-05-18,BANKINDIA,Banking,AVOID / NO TRADE,AVOID,,17.100,0,10,41.700,-22.380,false,false,false,true,false,0.137,0.563,5.460,,6.529,-1.408,entry_reached_no_resolution,17.100,Q1,17.100,Q1,17.100,Q1,17.100,Q1,7.100,Q1,17.100,Q1,17.100,Q1
2026-05-18,BATAINDIA,Consumer Discretionary,AVOID / NO TRADE,AVOID,,13.600,0,6,35.200,-47.720,false,false,false,true,true,1.581,1.294,2.382,,4.235,-0.096,not_triggered,13.600,Q1,13.600,Q1,13.600,Q1,13.600,Q1,7.600,Q1,13.600,Q1,13.600,Q1
2026-05-18,BEL,Defence,AVOID / NO TRADE,AVOID,,37.500,0,10,45.200,-9.710,false,false,false,true,true,-1.064,-1.661,-1.322,,0.795,-4.795,not_triggered,37.500,Q1,37.500,Q1,37.500,Q1,37.500,Q1,27.500,Q1,37.500,Q1,37.500,Q2
2026-05-18,BEML,Capital Goods,AVOID / NO TRADE,AVOID,,33.600,0,3,47.800,-27.710,false,false,false,false,true,3.655,4.512,3.507,,6.924,0.028,not_triggered,33.600,Q1,33.600,Q1,33.600,Q1,33.600,Q1,30.600,Q1,33.600,Q1,33.600,Q1
2026-05-18,BERGEPAINT,Chemicals,WAIT FOR CONFIRMATION,WAIT,,53.600,0,10,66.500,-13.220,false,false,false,false,false,-3.295,-4.886,-3.838,,0.762,-5.476,not_triggered,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-18,BHARATFORG,Auto,AVOID / NO TRADE,AVOID,,39.300,0,10,51.400,-7.520,false,false,false,false,true,-1.746,0.450,1.481,,3.740,-3.317,entry_reached_no_resolution,39.300,Q1,39.300,Q1,39.300,Q1,39.300,Q1,29.300,Q1,39.300,Q1,39.300,Q2
2026-05-18,BHARTIARTL,Telecom,AVOID / NO TRADE,AVOID,,53.600,0,10,62.900,-10.920,false,false,false,false,true,-1.218,-2.674,-3.216,,0.253,-4.992,stop_hit_daily_approx,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-18,BHEL,Capital Goods,AVOID / NO TRADE,AVOID,,46.800,0,10,67.900,-5.290,false,false,false,false,false,1.339,3.120,5.963,,7.302,-1.187,entry_reached_no_resolution,46.800,Q1,46.800,Q2,46.800,Q2,46.800,Q1,36.800,Q1,46.800,Q1,46.800,Q3
2026-05-18,BIKAJI,FMCG,AVOID / NO TRADE,AVOID,,34.300,0,10,49.400,-19.510,false,false,false,false,true,2.921,0.827,-2.807,,4.552,-4.014,stop_hit_daily_approx,34.300,Q1,34.300,Q1,34.300,Q1,34.300,Q1,24.300,Q1,34.300,Q1,34.300,Q1
2026-05-18,BIOCON,Pharma,AVOID / NO TRADE,AVOID,,42.900,0,10,77.100,-1.750,true,true,false,false,true,0.269,0.902,0.714,,3.138,-1.230,entry_reached_no_resolution,42.900,Q1,42.900,Q1,20.900,Q1,42.900,Q1,32.900,Q1,42.900,Q1,20.900,Q1
2026-05-18,BLISSGVS,Pharma,WAIT FOR CONFIRMATION,WAIT,,50.700,0,10,65.900,-0.680,false,false,false,false,false,-2.818,1.443,9.124,,37.320,-4.278,target1_hit_daily_approx,50.700,Q2,50.700,Q3,47.700,Q2,50.700,Q1,40.700,Q1,50.700,Q2,47.700,Q3
2026-05-18,BOSCHLTD,Auto,AVOID / NO TRADE,AVOID,,58.600,0,10,55.400,-11.340,false,false,false,false,true,-0.161,-5.324,-2.366,,1.237,-6.359,not_triggered,58.600,Q3,58.600,Q5,58.600,Q4,58.600,Q3,48.600,Q3,58.600,Q3,58.600,Q5
2026-05-18,BSE,Financials,WAIT FOR CONFIRMATION,WAIT,,51.400,0,10,76.800,-0.360,true,true,false,false,false,1.743,1.648,4.181,,7.958,0,entry_reached_no_resolution,51.400,Q2,51.400,Q4,29.400,Q1,51.400,Q2,41.400,Q2,51.400,Q2,29.400,Q1
2026-05-18,CAMS,Financials,AVOID / NO TRADE,AVOID,,51.400,0,10,53.800,-11.590,false,false,false,false,true,0.750,-0.575,-0.504,,3.135,-2.385,not_triggered,51.400,Q2,51.400,Q4,51.400,Q2,51.400,Q2,41.400,Q2,51.400,Q2,51.400,Q4
2026-05-18,CAPLIPOINT,Pharma,AVOID / NO TRADE,AVOID,,53.600,0,10,69.500,-17.280,false,false,false,false,true,2.882,2.261,4.886,,5.951,0.313,entry_reached_no_resolution,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-18,CARBORUNIV,Capital Goods,WAIT FOR CONFIRMATION,WAIT,,50.700,0,10,76.800,-5.360,false,true,false,false,false,-2.509,-3.759,-4.212,,0.285,-8.959,not_triggered,50.700,Q2,50.700,Q3,37.700,Q1,50.700,Q1,40.700,Q1,50.700,Q2,37.700,Q2
2026-05-18,COLPAL,FMCG,AVOID / NO TRADE,AVOID,,52.500,0,10,57.100,-21.640,false,false,false,false,true,1.649,0.562,-2.592,,3.293,-4.719,stop_hit_daily_approx,52.500,Q2,52.500,Q4,52.500,Q3,52.500,Q2,42.500,Q2,52.500,Q2,52.500,Q4
2026-05-18,DHANBANK,Banking,AVOID / NO TRADE,AVOID,,69.300,0,10,66.300,-2.820,false,false,false,false,true,0.424,4.177,1.392,,5.902,-3.965,entry_reached_no_resolution,69.300,Q5,69.300,Q5,66.300,Q5,69.300,Q5,59.300,Q5,69.300,Q5,66.300,Q5
2026-05-18,DIVISLAB,Pharma,AVOID / NO TRADE,AVOID,,51.800,0,10,66.600,-3.420,false,false,false,false,true,1.201,0.410,-1.076,,1.911,-2.474,not_triggered,51.800,Q2,51.800,Q4,51.800,Q2,51.800,Q2,41.800,Q2,51.800,Q2,51.800,Q4
2026-05-18,ENDURANCE,Auto,AVOID / NO TRADE,AVOID,,53.600,0,10,55.400,-18.280,false,false,false,false,true,1.120,4.211,11.291,,11.700,-0.636,target1_hit_daily_approx,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-18,FINCABLES,Capital Goods,WAIT FOR CONFIRMATION,WAIT,,50,0,10,55.100,-12.180,false,false,false,false,false,2.549,1.272,3.777,,15.029,-0.544,entry_reached_no_resolution,50,Q1,50,Q3,50,Q2,50,Q1,40,Q1,50,Q1,50,Q3
2026-05-18,FORTIS,Pharma,AVOID / NO TRADE,AVOID,,51.800,0,10,61,-12.970,false,false,false,false,true,-0.052,0.650,0.968,,3.293,-1.233,entry_reached_no_resolution,51.800,Q2,51.800,Q4,51.800,Q2,51.800,Q2,41.800,Q2,51.800,Q2,51.800,Q4
2026-05-18,GESHIP,Logistics,WATCHLIST,WATCHLIST,,58.600,0,10,68,-2.770,false,false,false,false,false,2.015,2.235,-1.986,,6.897,-10.702,stop_hit_daily_approx,58.600,Q3,58.600,Q5,55.600,Q3,58.600,Q3,48.600,Q3,58.600,Q3,55.600,Q5
2026-05-18,GLENMARK,Pharma,WAIT FOR CONFIRMATION,WAIT,,51.100,0,10,56.900,-4.890,false,false,false,false,false,2.248,1.700,-0.680,,3.145,-5.385,stop_hit_daily_approx,51.100,Q2,51.100,Q4,51.100,Q2,51.100,Q2,41.100,Q2,51.100,Q2,51.100,Q4
2026-05-18,GNFC,Chemicals,AVOID / NO TRADE,AVOID,,53.900,0,10,66.900,-5.550,false,false,false,false,true,4.229,-0.305,-1.670,,5.384,-3.608,stop_hit_daily_approx,53.900,Q2,53.900,Q4,53.900,Q3,53.900,Q2,43.900,Q2,53.900,Q2,53.900,Q4
2026-05-18,GRASIM,Cement,AVOID / NO TRADE,AVOID,,59.300,0,10,64.400,-1.740,false,false,false,false,true,-0.670,6.751,7.330,,8.206,-2.518,stop_hit_daily_approx,59.300,Q3,59.300,Q5,56.300,Q3,59.300,Q3,49.300,Q3,59.300,Q3,56.300,Q5
2026-05-18,HINDCOPPER,Metals,AVOID / NO TRADE,AVOID,,58.600,0,10,57,-23.620,false,false,false,false,true,-1.895,-4.884,-6.021,,1.120,-6.804,not_triggered,58.600,Q3,58.600,Q5,58.600,Q4,58.600,Q3,48.600,Q3,58.600,Q3,58.600,Q5
2026-05-18,INDUSINDBK,Banking,AVOID / NO TRADE,AVOID,,51.100,0,10,50.600,-8.140,false,false,false,false,true,0.590,1.118,4.056,,5.596,-0.994,entry_reached_no_resolution,51.100,Q2,51.100,Q4,51.100,Q2,51.100,Q2,41.100,Q2,51.100,Q2,51.100,Q4
2026-05-18,INDUSTOWER,Telecom,AVOID / NO TRADE,AVOID,,56.100,0,10,59.600,-10.290,false,false,false,false,true,-0.289,-0.035,1.597,,2.570,-1.783,stop_hit_daily_approx,56.100,Q3,56.100,Q5,56.100,Q3,56.100,Q3,46.100,Q3,56.100,Q3,56.100,Q5
2026-05-18,JBCHEPHARM,Pharma,AVOID / NO TRADE,AVOID,,58.200,0,10,56.500,-4.450,false,false,false,false,true,2.145,2.488,4.817,,7.493,-0.936,entry_reached_no_resolution,58.200,Q3,58.200,Q5,58.200,Q4,58.200,Q3,48.200,Q3,58.200,Q3,58.200,Q5
2026-05-18,JSWSTEEL,Metals,AVOID / NO TRADE,AVOID,,51.800,0,10,59,-1.900,false,false,false,false,true,-0.295,-0.597,0.031,,3.026,-2.133,entry_reached_no_resolution,51.800,Q2,51.800,Q4,48.800,Q2,51.800,Q2,41.800,Q2,51.800,Q2,48.800,Q3
2026-05-18,JUBLPHARMA,Pharma,AVOID / NO TRADE,AVOID,,51.400,0,10,68.600,-19.250,false,false,false,false,true,0.313,0.382,-0.055,,2.203,-5.214,stop_hit_daily_approx,51.400,Q2,51.400,Q4,51.400,Q2,51.400,Q2,41.400,Q2,51.400,Q2,51.400,Q4
2026-05-18,KEI,Capital Goods,AVOID / NO TRADE,AVOID,,59.600,0,10,59.200,-4.210,false,false,false,false,true,0.047,3.091,3.967,,7.382,-1.018,entry_reached_no_resolution,59.600,Q4,59.600,Q5,59.600,Q4,59.600,Q3,49.600,Q3,59.600,Q4,59.600,Q5
2026-05-18,LAURUSLABS,Healthcare,WAIT FOR CONFIRMATION,WAIT,,52.100,0,10,80.700,-0.310,true,true,false,false,false,1.174,1.632,2.031,,4.679,-0.542,entry_reached_no_resolution,52.100,Q2,52.100,Q4,30.100,Q1,52.100,Q2,42.100,Q2,52.100,Q2,30.100,Q1
2026-05-18,MANAPPURAM,Financials,AVOID / NO TRADE,AVOID,,61.800,0,10,59.300,-4.490,false,false,false,false,true,2.653,4.965,6.023,,8.742,-1.677,entry_reached_no_resolution,61.800,Q4,61.800,Q5,61.800,Q4,61.800,Q4,51.800,Q4,61.800,Q4,61.800,Q5
2026-05-18,MOTHERSON,Auto,WAIT FOR CONFIRMATION,WAIT,,56.400,0,10,55.700,-5.570,false,false,false,false,false,2.279,6.565,5.717,,14.110,0.358,target1_hit_daily_approx,56.400,Q3,56.400,Q5,56.400,Q3,56.400,Q3,46.400,Q3,56.400,Q3,56.400,Q5
2026-05-18,NAM-INDIA,Financials,WAIT FOR CONFIRMATION,WAIT,,52.900,0,10,59.400,-3.210,false,false,false,false,false,0.018,-0.296,1.673,,3.974,-1.959,entry_reached_no_resolution,52.900,Q2,52.900,Q4,52.900,Q3,52.900,Q2,42.900,Q2,52.900,Q2,52.900,Q4
2026-05-18,NLCINDIA,Energy,WAIT FOR CONFIRMATION,WAIT,,50.400,0,10,65.500,-9.230,false,false,false,false,false,1.804,-0.426,-2.884,,4.176,-3.537,not_triggered,50.400,Q2,50.400,Q3,50.400,Q2,50.400,Q1,40.400,Q1,50.400,Q2,50.400,Q3
2026-05-18,NMDC,Metals,AVOID / NO TRADE,AVOID,,51.400,0,10,56,-4.350,false,false,false,false,true,-1.253,-2.207,0.044,,2.917,-3.838,not_triggered,51.400,Q2,51.400,Q4,51.400,Q2,51.400,Q2,41.400,Q2,51.400,Q2,51.400,Q4
2026-05-18,NYKAA,Consumer Discretionary,AVOID / NO TRADE,AVOID,,56.100,0,10,58.700,-4.360,false,false,false,false,true,-0.622,0.494,-1.135,,4.558,-4.448,stop_hit_daily_approx,56.100,Q3,56.100,Q5,56.100,Q3,56.100,Q3,46.100,Q3,56.100,Q3,56.100,Q5
2026-05-18,OFSS,Information Technology,WAIT FOR CONFIRMATION,WAIT,,51.400,0,10,71.700,-2.250,false,false,false,false,false,2.020,2.914,2.623,,9.788,-0.005,target1_hit_daily_approx,51.400,Q2,51.400,Q4,40.400,Q1,51.400,Q2,41.400,Q2,51.400,Q2,40.400,Q2
2026-05-18,ONGC,Energy,WAIT FOR CONFIRMATION,WAIT,,52.100,0,10,59.100,-3.240,false,false,false,false,false,-0.353,-0.571,-4.235,,1.412,-8.436,not_triggered,52.100,Q2,52.100,Q4,52.100,Q3,52.100,Q2,42.100,Q2,52.100,Q2,52.100,Q4
2026-05-18,PAGEIND,Consumer Discretionary,AVOID / NO TRADE,AVOID,,51.400,0,10,59.900,-25.800,false,false,false,false,true,3.090,2.238,2.677,,7.858,-0.400,target1_hit_daily_approx,51.400,Q2,51.400,Q4,51.400,Q2,51.400,Q2,41.400,Q2,51.400,Q2,51.400,Q4
2026-05-18,PIDILITIND,Chemicals,AVOID / NO TRADE,AVOID,,56.400,0,10,57.600,-7.700,false,false,false,false,true,0.138,1.307,1.610,,3.756,-1.541,entry_reached_no_resolution,56.400,Q3,56.400,Q5,56.400,Q3,56.400,Q3,46.400,Q3,56.400,Q3,56.400,Q5
2026-05-18,PNBHOUSING,Financials,AVOID / NO TRADE,AVOID,,54.300,0,10,60.600,-8.560,false,false,false,false,true,1.954,1.130,3.975,,5.833,0.105,entry_reached_no_resolution,54.300,Q2,54.300,Q4,54.300,Q3,54.300,Q2,44.300,Q2,54.300,Q2,54.300,Q4
2026-05-18,POLICYBZR,Financials,AVOID / NO TRADE,AVOID,,54.300,0,10,67.400,-11.580,false,false,false,false,true,3.190,4.019,2.430,,5.517,0.114,target1_hit_daily_approx,54.300,Q2,54.300,Q4,54.300,Q3,54.300,Q2,44.300,Q2,54.300,Q2,54.300,Q4
2026-05-18,RATEGAIN,IT,WATCHLIST,WATCHLIST,,60.700,0,10,62.200,-13.570,false,false,false,false,false,5.094,1.794,13.246,,17.326,-2.091,target1_hit_daily_approx,60.700,Q4,60.700,Q5,60.700,Q4,60.700,Q3,50.700,Q4,60.700,Q4,60.700,Q5
2026-05-18,RAYMOND,Consumer Discretionary,AVOID / NO TRADE,AVOID,,58.600,0,10,63.200,-47.320,false,false,false,false,true,2.372,6.594,10.020,,12.008,-0.246,entry_reached_no_resolution,58.600,Q3,58.600,Q5,58.600,Q4,58.600,Q3,48.600,Q3,58.600,Q3,58.600,Q5
2026-05-18,SCI,Logistics,AVOID / NO TRADE,AVOID,,52.100,0,10,69.700,-6.710,false,false,false,false,true,-1.962,-4.869,-11.991,,2.122,-12.689,stop_hit_daily_approx,52.100,Q2,52.100,Q4,52.100,Q3,52.100,Q2,42.100,Q2,52.100,Q2,52.100,Q4
2026-05-18,SHYAMMETL,Metals,WAIT FOR CONFIRMATION,WAIT,,52.900,0,10,56.900,-11.040,false,false,false,false,false,1.684,4.969,8.035,,11.398,-0.275,target1_hit_daily_approx,52.900,Q2,52.900,Q4,52.900,Q3,52.900,Q2,42.900,Q2,52.900,Q2,52.900,Q4
2026-05-18,SOLARINDS,Defence,WAIT FOR CONFIRMATION,WAIT,,50.700,0,10,77.200,-0.430,true,true,false,false,false,0.583,2.115,2.032,,4.375,-0.516,entry_reached_no_resolution,50.700,Q2,50.700,Q3,28.700,Q1,50.700,Q1,40.700,Q1,50.700,Q2,28.700,Q1
2026-05-18,SUNPHARMA,Pharma,WAIT FOR CONFIRMATION,WAIT,,51.400,0,10,67.600,-0.370,false,false,false,false,false,-1.140,-0.667,-3.330,,0.662,-4.627,stop_hit_daily_approx,51.400,Q2,51.400,Q4,48.400,Q2,51.400,Q2,41.400,Q2,51.400,Q2,48.400,Q3
2026-05-18,SUVEN,Pharma,WAIT FOR CONFIRMATION,WAIT,,52.900,0,10,75.200,-15.540,true,true,false,false,false,6.334,6.370,6.970,,16.379,0.801,target1_hit_daily_approx,52.900,Q2,52.900,Q4,33.900,Q1,52.900,Q2,42.900,Q2,52.900,Q2,33.900,Q1
2026-05-18,TATACOMM,Telecom,WAIT FOR CONFIRMATION,WAIT,,52.100,0,10,63.800,-16.920,false,false,false,false,false,-1.105,13.892,16.276,,23.117,-2.090,stop_hit_daily_approx,52.100,Q2,52.100,Q4,52.100,Q3,52.100,Q2,42.100,Q2,52.100,Q2,52.100,Q4
2026-05-18,TORNTPHARM,Pharma,AVOID / NO TRADE,AVOID,,58.200,0,10,58.300,-3.330,false,false,false,false,true,1.288,1.494,3.842,,7.029,-1.031,stop_hit_daily_approx,58.200,Q3,58.200,Q5,58.200,Q4,58.200,Q3,48.200,Q3,58.200,Q3,58.200,Q5
2026-05-18,VBL,FMCG,AVOID / NO TRADE,AVOID,,61.400,0,10,64,-3.740,false,false,false,false,true,0.019,1.001,3.109,,5.683,-1.506,entry_reached_no_resolution,61.400,Q4,61.400,Q5,61.400,Q4,61.400,Q4,51.400,Q4,61.400,Q4,61.400,Q5
2026-05-18,YESBANK,Banking,AVOID / NO TRADE,AVOID,,52.100,0,10,60.800,-10.250,false,false,false,false,true,0.734,-1.100,2.201,,5.319,-4.035,entry_reached_no_resolution,52.100,Q2,52.100,Q4,52.100,Q3,52.100,Q2,42.100,Q2,52.100,Q2,52.100,Q4
2026-05-18,ZYDUSLIFE,Pharma,AVOID / NO TRADE,AVOID,,51.400,0,10,63.300,-6.330,false,false,false,false,true,2.712,4.481,8.160,,10.247,0.302,entry_reached_no_resolution,51.400,Q2,51.400,Q4,51.400,Q2,51.400,Q2,41.400,Q2,51.400,Q2,51.400,Q4
2026-05-19,AARTIIND,Chemicals,AVOID / NO TRADE,AVOID,leader,44.300,0,10,51.700,-10.150,false,false,false,false,true,-1.415,1.319,4.468,,6.681,-2.085,entry_reached_no_resolution,44.300,Q1,44.300,Q2,44.300,Q1,50.300,Q1,34.300,Q1,44.300,Q1,50.300,Q3
2026-05-19,ABB,Capital Goods,AVOID / NO TRADE,AVOID,leader,33.600,0,6,36.800,-19.120,false,false,true,true,false,4.394,5.729,7.539,,14.493,-1.067,target1_hit_daily_approx,33.600,Q1,33.600,Q1,33.600,Q1,39.600,Q1,27.600,Q1,18.600,Q1,24.600,Q1
2026-05-19,ABCAPITAL,Financials,AVOID / NO TRADE,AVOID,leader,55,0,10,53.100,-6.640,false,false,false,false,true,0.598,1.795,3.433,,4.815,-2.336,stop_hit_daily_approx,55,Q2,55,Q5,55,Q3,61,Q4,45,Q2,55,Q3,61,Q5
2026-05-19,ABSLAMC,Financials,AVOID / NO TRADE,AVOID,leader,58.600,0,10,52,-7.430,false,false,false,false,true,-1.817,-2.721,-3.519,,0.683,-4.125,not_triggered,58.600,Q3,58.600,Q5,58.600,Q4,64.600,Q4,48.600,Q3,58.600,Q3,64.600,Q5
2026-05-19,ADANIENSOL,Energy,AVOID / NO TRADE,AVOID,leader,48.600,0,10,55.700,-9.470,false,false,false,false,false,1.592,3.238,10.438,,17.645,-1.321,target1_hit_daily_approx,48.600,Q1,48.600,Q3,48.600,Q2,54.600,Q2,38.600,Q1,48.600,Q1,54.600,Q4
2026-05-19,ADANIENT,Energy,WAIT FOR CONFIRMATION,WAIT,leader,54.300,0,10,73.600,-3.230,true,false,false,false,false,-0.291,0.170,9.459,,11.605,-1.058,target1_hit_daily_approx,54.300,Q2,54.300,Q4,40.300,Q1,60.300,Q3,44.300,Q2,54.300,Q2,46.300,Q3
2026-05-19,ADANIGREEN,Energy,WAIT FOR CONFIRMATION,WAIT,leader,51.400,0,6,67.100,-6.590,false,false,false,false,false,-0.786,-0.852,6.070,,10.480,-1.885,target1_hit_daily_approx,51.400,Q2,51.400,Q4,51.400,Q2,57.400,Q3,45.400,Q2,51.400,Q2,57.400,Q5
2026-05-19,ADANIPORTS,Logistics,AVOID / NO TRADE,AVOID,leader,53.600,0,10,64.100,-3.280,false,false,false,false,true,0.488,1.298,2.676,,4.467,-1.117,entry_reached_no_resolution,53.600,Q2,53.600,Q4,53.600,Q3,59.600,Q3,43.600,Q2,53.600,Q2,59.600,Q5
2026-05-19,ADANIPOWER,Energy,WAIT FOR CONFIRMATION,WAIT,leader,51.400,0,10,59.700,-6.710,false,false,false,false,false,0.718,0.297,11.826,,15.539,-1.134,target1_hit_daily_approx,51.400,Q2,51.400,Q4,51.400,Q2,57.400,Q3,41.400,Q2,51.400,Q2,57.400,Q5
2026-05-19,AIAENG,Capital Goods,AVOID / NO TRADE,AVOID,leader,54.300,0,6,58.700,-4.690,false,false,false,true,true,-1.167,-0.374,3.352,,12.123,-2.193,stop_hit_daily_approx,54.300,Q2,54.300,Q4,54.300,Q3,60.300,Q3,48.300,Q3,54.300,Q2,60.300,Q5
2026-05-19,AJANTPHARM,Pharma,WAIT FOR CONFIRMATION,WAIT,inline,52.500,0,10,70.500,-1.350,false,false,false,false,false,-2.483,-4.969,-5.287,,-0.367,-7.951,not_triggered,52.500,Q2,52.500,Q4,41.500,Q1,52.500,Q2,42.500,Q2,52.500,Q2,41.500,Q2
2026-05-19,ANGELONE,Financials,AVOID / NO TRADE,AVOID,leader,56.400,0,10,64.500,-1.630,false,false,false,false,true,-1.366,2.989,4.537,,6.525,-2.504,entry_reached_no_resolution,56.400,Q3,56.400,Q5,53.400,Q3,62.400,Q4,46.400,Q3,56.400,Q3,59.400,Q5
2026-05-19,APARINDS,Capital Goods,AVOID / NO TRADE,AVOID,leader,45.400,0,10,54.900,-5.710,false,false,false,false,true,3.225,4.088,2.085,,10.586,-1.132,entry_reached_no_resolution,45.400,Q1,45.400,Q2,45.400,Q2,51.400,Q2,35.400,Q1,45.400,Q1,51.400,Q4
2026-05-19,APOLLOHOSP,Pharma,AVOID / NO TRADE,AVOID,inline,48.600,0,6,61.500,-1.690,false,false,false,false,false,0.454,3.985,2.692,,4.986,-2.829,stop_hit_daily_approx,48.600,Q1,48.600,Q3,45.600,Q2,48.600,Q1,42.600,Q2,48.600,Q1,45.600,Q3
