scan_date,symbol,sector,action,action_class,leader_class,score,fundamental_score,risk_score,rsi14,pct_from_52w_high,warn_extended,warn_rsi_overext,warn_rs_weak,warn_bearish,warn_inside_supply,return_1d,return_3d,return_5d,return_10d,mfe,mae,outcome_label,m0_shadow,m0_q,m1_shadow,m1_q,m2_shadow,m2_q,m3_shadow,m3_q,m4_shadow,m4_q,m5_shadow,m5_q,m6_shadow,m6_q
2026-05-13,EXIDEIND,,WATCHLIST,WATCHLIST,,58.600,12,6,54.900,-18.720,false,false,false,false,false,-0.171,-2.127,-3.069,12.518,13.446,-4.796,target1_hit_daily_approx,58.600,Q3,46.600,Q2,58.600,Q4,58.600,Q3,52.600,Q4,58.600,Q3,46.600,Q3
2026-05-13,FIVESTAR,,WAIT FOR CONFIRMATION,WAIT,,51.400,16,6,53,-43.640,false,false,false,false,false,-0.236,-3.257,-4.843,-2.614,0.568,-5.625,not_triggered,51.400,Q2,35.400,Q1,51.400,Q2,51.400,Q2,45.400,Q2,51.400,Q2,35.400,Q2
2026-05-13,FLUOROCHEM,,AVOID / NO TRADE,AVOID,,63.200,9,10,64.900,-7.730,false,false,false,false,true,-1.218,-1.137,0.369,-1.469,3.690,-4.576,stop_hit_daily_approx,63.200,Q4,54.200,Q4,63.200,Q5,63.200,Q4,53.200,Q4,63.200,Q4,54.200,Q4
2026-05-13,GAIL,,AVOID / NO TRADE,AVOID,,61.400,6,6,55.900,-16.910,false,false,false,false,true,-0.483,-1.946,-4.749,3.427,4.468,-7.338,stop_hit_daily_approx,61.400,Q4,55.400,Q5,61.400,Q4,61.400,Q4,55.400,Q4,61.400,Q4,55.400,Q4
2026-05-13,GESHIP,,AVOID / NO TRADE,AVOID,,62.900,19,10,53,-7.050,false,false,false,false,true,-1.322,12.739,10.673,0.432,19.484,-2.838,target1_hit_daily_approx,62.900,Q4,43.900,Q2,62.900,Q4,62.900,Q4,52.900,Q4,62.900,Q4,43.900,Q2
2026-05-13,GLAND,,AVOID / NO TRADE,AVOID,,70,19,6,55.700,-13.610,false,false,false,false,true,3.107,17.143,20.684,25.638,30.147,-1.021,target1_hit_daily_approx,70,Q5,51,Q3,70,Q5,70,Q5,64,Q5,70,Q5,51,Q4
2026-05-13,GNFC,,AVOID / NO TRADE,AVOID,,66.400,8,6,59.100,-11.600,false,false,false,false,true,6.069,5.896,6.171,5.294,12.607,1.795,target1_hit_daily_approx,66.400,Q5,58.400,Q5,66.400,Q5,66.400,Q4,60.400,Q5,66.400,Q5,58.400,Q5
2026-05-13,GRASIM,,AVOID / NO TRADE,AVOID,,65,12,10,64.500,-1.940,false,false,false,false,true,-0.346,-0.173,0.753,7.498,8.430,-2.316,stop_hit_daily_approx,65,Q4,53,Q4,62,Q4,65,Q4,55,Q4,65,Q4,50,Q3
2026-05-13,GRINDWELL,,WAIT FOR CONFIRMATION,WAIT,,52.100,0,10,70.400,-5.710,false,false,false,false,false,0.974,4.498,8.573,7.644,12.733,-1.818,entry_reached_no_resolution,52.100,Q2,52.100,Q4,44.100,Q1,52.100,Q2,42.100,Q2,52.100,Q2,44.100,Q2
2026-05-13,GRSE,,AVOID / NO TRADE,AVOID,,69.600,21,10,54.300,-19.010,false,false,false,false,true,-5.600,-9.917,-7.624,-7.481,0.056,-11.023,not_triggered,69.600,Q5,48.600,Q3,69.600,Q5,69.600,Q5,59.600,Q5,69.600,Q5,48.600,Q3
2026-05-13,HAL,,AVOID / NO TRADE,AVOID,,69.300,18,10,63.300,-10.460,false,false,false,false,true,-0.361,-6.448,-6.448,-4.578,3.976,-9.724,stop_hit_daily_approx,69.300,Q5,51.300,Q4,69.300,Q5,69.300,Q5,59.300,Q5,69.300,Q5,51.300,Q4
2026-05-13,HINDALCO,,AVOID / NO TRADE,AVOID,,62.900,10,10,64,-0.310,false,false,false,false,true,2.252,-2.400,0.602,6.552,6.951,-3.883,stop_hit_daily_approx,62.900,Q4,52.900,Q4,59.900,Q4,62.900,Q4,52.900,Q4,62.900,Q4,49.900,Q3
2026-05-13,HINDCOPPER,,AVOID / NO TRADE,AVOID,,65.700,0,10,64.900,-21.700,false,false,false,false,true,1.899,-2.352,-6.813,-6.687,3.856,-9.099,stop_hit_daily_approx,65.700,Q5,65.700,Q5,65.700,Q5,65.700,Q4,55.700,Q4,65.700,Q5,65.700,Q5
2026-05-13,HINDUNILVR,,WAIT FOR CONFIRMATION,WAIT,,57.100,19,10,51.800,-17.350,false,false,false,false,false,-1.069,-0.827,-2.802,-3.282,1.139,-4.294,not_triggered,57.100,Q3,38.100,Q1,57.100,Q4,57.100,Q3,47.100,Q3,57.100,Q3,38.100,Q2
2026-05-13,HSCL,,WAIT FOR CONFIRMATION,WAIT,,51.800,0,10,68,-6.350,false,false,false,false,false,0.677,-10.018,-5.139,-0.930,3.198,-11.960,stop_hit_daily_approx,51.800,Q2,51.800,Q4,51.800,Q2,51.800,Q2,41.800,Q2,51.800,Q2,51.800,Q4
2026-05-13,HUDCO,,WATCHLIST,WATCHLIST,,63.600,12,10,63,-13.210,false,false,false,false,false,1.426,-8.651,-6.485,-6.344,3.079,-10.490,not_triggered,63.600,Q4,51.600,Q4,63.600,Q5,63.600,Q4,53.600,Q4,63.600,Q4,51.600,Q4
2026-05-13,JSWSTEEL,,AVOID / NO TRADE,AVOID,,65,10,10,58.100,-2.300,false,false,false,true,true,1.582,1.261,0.509,2.553,4.018,-1.441,target1_hit_daily_approx,65,Q4,55,Q5,62,Q4,65,Q4,55,Q4,65,Q4,52,Q4
2026-05-13,KIOCL,,WAIT FOR CONFIRMATION,WAIT,,57.900,0,10,55,-36.960,false,false,false,false,false,-0.125,-4.838,-5.850,4.025,7,-8.075,stop_hit_daily_approx,57.900,Q3,57.900,Q5,57.900,Q4,57.900,Q3,47.900,Q3,57.900,Q3,57.900,Q5
2026-05-13,KIRLOSENG,,WAIT FOR CONFIRMATION,WAIT,,57.900,12,10,48.900,-9.560,false,false,false,false,false,0.019,6.496,4.185,14.640,15.016,-3.771,stop_hit_daily_approx,57.900,Q3,45.900,Q2,57.900,Q4,57.900,Q3,47.900,Q3,57.900,Q3,45.900,Q3
2026-05-13,KIRLPNU,,WAIT FOR CONFIRMATION,WAIT,,52.100,0,10,60.200,-8.480,false,false,false,false,false,3.209,3.338,9.560,11.293,15.437,-2.221,entry_reached_no_resolution,52.100,Q2,52.100,Q4,52.100,Q3,52.100,Q2,42.100,Q2,52.100,Q2,52.100,Q4
2026-05-13,LAURUSLABS,,WAIT FOR CONFIRMATION,WAIT,,54.600,0,10,76.900,-0.890,true,true,false,false,false,2.693,3.614,6.253,7.861,8.626,0.164,entry_reached_no_resolution,54.600,Q2,54.600,Q4,32.600,Q1,54.600,Q2,44.600,Q2,54.600,Q2,32.600,Q1
2026-05-13,LICHSGFIN,,WATCHLIST,WATCHLIST,,69.300,8,10,63.800,-9.280,false,false,false,false,false,-4.450,-6.982,-6.769,-5.124,-0.946,-8.994,not_triggered,69.300,Q5,61.300,Q5,69.300,Q5,69.300,Q5,59.300,Q5,69.300,Q5,61.300,Q5
2026-05-13,LODHA,,WAIT FOR CONFIRMATION,WAIT,,50,20,6,48.100,-43.020,false,false,false,false,false,0.052,-1.679,0.871,5.875,7.176,-4.837,entry_reached_no_resolution,50,Q1,30,Q1,50,Q2,50,Q1,44,Q2,50,Q1,30,Q1
2026-05-13,MANAPPURAM,,AVOID / NO TRADE,AVOID,,65.700,0,10,62.400,-3.310,false,false,false,false,true,0.048,-1.560,2.637,5.724,7.413,-4.888,stop_hit_daily_approx,65.700,Q5,65.700,Q5,65.700,Q5,65.700,Q4,55.700,Q4,65.700,Q5,65.700,Q5
2026-05-13,MANKIND,,WAIT FOR CONFIRMATION,WAIT,,50.700,0,10,66.800,-11.610,false,false,false,false,false,2.549,3.944,7.618,0.808,9.896,0.179,entry_reached_no_resolution,50.700,Q2,50.700,Q3,50.700,Q2,50.700,Q1,40.700,Q1,50.700,Q2,50.700,Q4
2026-05-13,MCX,,WAIT FOR CONFIRMATION,WAIT,,52.900,0,10,75,-1.990,false,true,false,false,false,4.347,4.637,7.553,-1.297,8.750,-1.537,entry_reached_no_resolution,52.900,Q2,52.900,Q4,36.900,Q1,52.900,Q2,42.900,Q2,52.900,Q2,36.900,Q2
2026-05-13,MMTC,,WAIT FOR CONFIRMATION,WAIT,,54.600,0,10,52.800,-26.400,false,false,false,false,false,-1.140,-4.683,-1.510,1.664,3.898,-7.087,stop_hit_daily_approx,54.600,Q2,54.600,Q4,54.600,Q3,54.600,Q2,44.600,Q2,54.600,Q2,54.600,Q4
2026-05-13,MOTHERSON,,WAIT FOR CONFIRMATION,WAIT,,50.400,0,10,54.100,-6.820,false,false,false,false,false,-0.599,1.482,4.178,12.249,15.630,-1.356,target1_hit_daily_approx,50.400,Q2,50.400,Q3,50.400,Q2,50.400,Q1,40.400,Q1,50.400,Q2,50.400,Q3
2026-05-13,MUTHOOTFIN,,AVOID / NO TRADE,AVOID,,67.900,21,3,53,-15.050,false,false,false,true,true,0.173,-6.641,-6.119,-6.187,1.759,-8.199,stop_hit_daily_approx,67.900,Q5,46.900,Q2,67.900,Q5,67.900,Q5,64.900,Q5,67.900,Q5,46.900,Q3
2026-05-13,NATCOPHARM,,WAIT FOR CONFIRMATION,WAIT,,53.600,0,10,65.100,-4.630,false,false,false,false,false,2.940,-0.376,-1.171,0.496,4.701,-3.846,not_triggered,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-13,NESTLEIND,,WATCHLIST,WATCHLIST,,61.400,21,10,71.800,-2.170,false,false,false,false,false,-0.409,-2.313,-3.105,-2.600,0.942,-4.578,not_triggered,61.400,Q4,40.400,Q1,50.400,Q2,61.400,Q4,51.400,Q4,61.400,Q4,29.400,Q1
2026-05-13,NLCINDIA,,WAIT FOR CONFIRMATION,WAIT,,53.200,0,10,63.100,-3.020,false,false,false,false,false,13.651,6.680,8.672,7.216,18.829,3.417,target1_hit_daily_approx,53.200,Q2,53.200,Q4,53.200,Q3,53.200,Q2,43.200,Q2,53.200,Q2,53.200,Q4
2026-05-13,NMDC,,AVOID / NO TRADE,AVOID,,73.600,15,10,62,-1.700,false,false,false,false,true,2.215,-1.151,-2.972,1.195,3.356,-4.935,stop_hit_daily_approx,73.600,Q5,58.600,Q5,70.600,Q5,73.600,Q5,63.600,Q5,73.600,Q5,55.600,Q5
2026-05-13,OFSS,,WATCHLIST,WATCHLIST,,67.100,23,10,63.200,-7.580,false,false,false,false,false,-0.397,5.240,8.540,15.207,16.113,-3.283,stop_hit_daily_approx,67.100,Q5,44.100,Q2,67.100,Q5,67.100,Q5,57.100,Q5,67.100,Q5,44.100,Q2
2026-05-13,OIL,,AVOID / NO TRADE,AVOID,,64.300,11,3,62.700,-3.630,false,false,false,false,true,2.485,0.208,-0.119,-3.366,5.149,-4.752,target1_hit_daily_approx,64.300,Q4,53.300,Q4,64.300,Q5,64.300,Q4,61.300,Q5,64.300,Q4,53.300,Q4
2026-05-13,ONGC,,WATCHLIST,WATCHLIST,,68.600,14,10,60.500,-3.300,false,false,false,false,false,1.194,-0.050,0.319,-7.836,2.556,-8.374,stop_hit_daily_approx,68.600,Q5,54.600,Q4,68.600,Q5,68.600,Q5,58.600,Q5,68.600,Q5,54.600,Q4
2026-05-13,POLYCAB,,WATCHLIST,WATCHLIST,,62.100,14,10,68.400,-3.470,false,false,false,false,false,3.567,2.820,3.360,8.584,8.944,0.287,entry_reached_no_resolution,62.100,Q4,48.100,Q3,62.100,Q4,62.100,Q4,52.100,Q4,62.100,Q4,48.100,Q3
2026-05-13,POWERINDIA,,WAIT FOR CONFIRMATION,WAIT,,50,0,10,55.400,-9.620,false,false,false,false,false,1.797,3.405,11.996,18.380,18.837,-1.655,target1_hit_daily_approx,50,Q1,50,Q3,50,Q2,50,Q1,40,Q1,50,Q1,50,Q3
2026-05-13,RATEGAIN,,WAIT FOR CONFIRMATION,WAIT,,51.400,0,10,60.600,-16.040,false,false,false,false,false,3.316,3.517,5.918,17.064,20.774,-1.855,target1_hit_daily_approx,51.400,Q2,51.400,Q4,51.400,Q2,51.400,Q2,41.400,Q2,51.400,Q2,51.400,Q4
2026-05-13,SAIL,,WATCHLIST,WATCHLIST,,64.300,14,10,72.500,-0.490,true,false,false,false,false,-1.127,-4.281,-1.147,2.339,4.147,-6.526,stop_hit_daily_approx,64.300,Q4,50.300,Q3,47.300,Q2,64.300,Q4,54.300,Q4,64.300,Q4,33.300,Q1
2026-05-13,SCHAEFFLER,,WAIT FOR CONFIRMATION,WAIT,,51.100,0,10,49.800,-7.780,false,false,false,false,false,-1.893,-3.539,-2.551,0.915,3.131,-5.665,entry_reached_no_resolution,51.100,Q2,51.100,Q4,51.100,Q2,51.100,Q2,41.100,Q2,51.100,Q2,51.100,Q4
2026-05-13,SCI,,WAIT FOR CONFIRMATION,WAIT,,53.600,0,10,67.400,-9.950,false,false,false,false,false,-1.551,3.810,-1.476,-8.613,5.918,-9.547,stop_hit_daily_approx,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-13,SKFINDIA,,WAIT FOR CONFIRMATION,WAIT,,51.100,0,10,54.200,-27.690,false,false,false,false,false,-1.651,-3.413,-3.791,-1.843,0.174,-5.512,not_triggered,51.100,Q2,51.100,Q4,51.100,Q2,51.100,Q2,41.100,Q2,51.100,Q2,51.100,Q4
2026-05-13,SONACOMS,,AVOID / NO TRADE,AVOID,,77.100,19,10,57.800,-3.910,false,false,false,false,true,-0.415,-3.805,-0.237,4.864,5.390,-5.839,entry_reached_no_resolution,77.100,Q5,58.100,Q5,77.100,Q5,77.100,Q5,67.100,Q5,77.100,Q5,58.100,Q5
2026-05-13,SUNPHARMA,,AVOID / NO TRADE,AVOID,,72.100,17,10,58.200,-3.300,false,false,false,false,true,2.172,4.508,3.109,1.135,5.100,-0.422,entry_reached_no_resolution,72.100,Q5,55.100,Q5,72.100,Q5,72.100,Q5,62.100,Q5,72.100,Q5,55.100,Q4
2026-05-13,SURYODAY,,WAIT FOR CONFIRMATION,WAIT,,51.400,0,10,73.200,-8.860,false,false,false,false,false,-1.076,-6.493,-7.431,-4.641,2.019,-9.818,not_triggered,51.400,Q2,51.400,Q4,43.400,Q1,51.400,Q2,41.400,Q2,51.400,Q2,43.400,Q2
2026-05-13,TATACONSUM,,WATCHLIST,WATCHLIST,,62.900,12,10,68,-3.160,false,false,false,false,false,-1.119,-0.902,-2.697,-3.027,1.038,-5.450,not_triggered,62.900,Q4,50.900,Q3,62.900,Q4,62.900,Q4,52.900,Q4,62.900,Q4,50.900,Q4
2026-05-13,TATASTEEL,,AVOID / NO TRADE,AVOID,,69.300,12,10,64.800,-0.410,false,false,false,false,true,0.514,-4.677,-5.905,-2.409,2,-7.709,stop_hit_daily_approx,69.300,Q5,57.300,Q5,66.300,Q5,69.300,Q5,59.300,Q5,69.300,Q5,54.300,Q4
2026-05-13,THERMAX,,WATCHLIST,WATCHLIST,,58.600,9,10,69.100,-6.760,false,false,false,false,false,1.048,-3.444,-2.965,0.892,2.418,-4.835,entry_reached_no_resolution,58.600,Q3,49.600,Q3,58.600,Q4,58.600,Q3,48.600,Q3,58.600,Q3,49.600,Q3
2026-05-13,TIINDIA,,WATCHLIST,WATCHLIST,,59.300,8,10,55.300,-14.140,false,false,false,false,false,-4.615,-4.131,1.178,9.338,9.829,-7.050,entry_reached_no_resolution,59.300,Q3,51.300,Q4,59.300,Q4,59.300,Q3,49.300,Q3,59.300,Q3,51.300,Q4
2026-05-13,WELCORP,,WAIT FOR CONFIRMATION,WAIT,,52.100,0,10,84.100,-0.620,true,true,false,false,false,1.184,-3.966,-2.575,1.583,2.109,-7.347,stop_hit_daily_approx,52.100,Q2,52.100,Q4,30.100,Q1,52.100,Q2,42.100,Q2,52.100,Q2,30.100,Q1
2026-05-13,WHEELS,,WAIT FOR CONFIRMATION,WAIT,,55.700,0,10,72,-2.680,false,false,false,false,false,0.203,19.828,17.930,24.642,31.385,-3.194,target1_hit_daily_approx,55.700,Q3,55.700,Q5,44.700,Q2,55.700,Q2,45.700,Q3,55.700,Q3,44.700,Q2
2026-05-13,YESBANK,,AVOID / NO TRADE,AVOID,,65,16,3,65.700,-9.010,false,false,false,false,true,0.362,-1.357,-0.498,2.940,3.890,-5.337,not_triggered,65,Q4,49,Q3,65,Q5,65,Q4,62,Q5,65,Q4,49,Q3
2026-05-13,ZAGGLE,,WAIT FOR CONFIRMATION,WAIT,,50.700,0,10,63.600,-40.510,false,false,false,false,false,-18.755,-21.707,-23.621,-23.284,-3.993,-27.470,not_triggered,50.700,Q2,50.700,Q3,50.700,Q2,50.700,Q1,40.700,Q1,50.700,Q2,50.700,Q4
2026-05-13,ZYDUSLIFE,,AVOID / NO TRADE,AVOID,,70.400,17,10,55.500,-11.240,false,false,false,false,true,5.500,5.436,10.729,15.511,16.346,2.245,target1_hit_daily_approx,70.400,Q5,53.400,Q4,70.400,Q5,70.400,Q5,60.400,Q5,70.400,Q5,53.400,Q4
2026-05-14,AARTIIND,,AVOID / NO TRADE,AVOID,,35,0,6,50.900,-10.390,false,false,false,false,true,-0.533,0.107,2.987,,6.965,-6.005,entry_reached_no_resolution,35,Q1,35,Q1,35,Q1,35,Q1,29,Q1,35,Q1,35,Q2
2026-05-14,ABB,,AVOID / NO TRADE,AVOID,,35.700,14,6,38.500,-17.880,false,false,false,true,true,-0.669,-1.479,2.709,,12.765,-3.098,entry_reached_no_resolution,35.700,Q1,21.700,Q1,35.700,Q1,35.700,Q1,29.700,Q1,35.700,Q1,21.700,Q1
2026-05-14,ABBOTINDIA,,AVOID / NO TRADE,AVOID,,45,0,10,64.500,-25.540,false,false,false,false,true,1.416,0.889,0.599,,2.650,-1.325,entry_reached_no_resolution,45,Q1,45,Q2,45,Q2,45,Q1,35,Q1,45,Q1,45,Q3
2026-05-14,ABCAPITAL,,AVOID / NO TRADE,AVOID,,56.400,0,10,54.500,-6.240,false,false,false,false,true,1.319,-0.369,-0.879,,4.369,-2.752,stop_hit_daily_approx,56.400,Q3,56.400,Q5,56.400,Q3,56.400,Q3,46.400,Q3,56.400,Q3,56.400,Q5
2026-05-14,ABFRL,,AVOID / NO TRADE,AVOID,,36.400,0,10,49.300,-71.670,false,false,false,false,true,-1.167,-1.483,5.300,,8.833,-4.543,entry_reached_no_resolution,36.400,Q1,36.400,Q1,36.400,Q1,36.400,Q1,26.400,Q1,36.400,Q1,36.400,Q2
2026-05-14,ABSLAMC,,AVOID / NO TRADE,AVOID,,43.200,0,3,57.800,-4.900,false,false,false,false,true,-3.557,-2.948,-4.390,,0.168,-8.358,not_triggered,43.200,Q1,43.200,Q2,43.200,Q1,43.200,Q1,40.200,Q1,43.200,Q1,43.200,Q2
2026-05-14,ACC,,AVOID / NO TRADE,AVOID,,31.400,0,10,44.800,-31.970,false,false,false,false,false,-1.254,-1.507,-1.398,,3.608,-3.485,stop_hit_daily_approx,31.400,Q1,31.400,Q1,31.400,Q1,31.400,Q1,21.400,Q1,31.400,Q1,31.400,Q1
2026-05-14,ADANIENSOL,,WAIT FOR CONFIRMATION,WAIT,,50.700,0,10,55.600,-9.810,false,false,false,false,false,-1.242,0.720,1.682,,18.091,-5.439,stop_hit_daily_approx,50.700,Q2,50.700,Q3,50.700,Q2,50.700,Q1,40.700,Q1,50.700,Q2,50.700,Q4
2026-05-14,ADANIENT,,WAIT FOR CONFIRMATION,WAIT,,57.900,10,10,75.600,-0.040,true,true,false,false,false,-0.110,0.221,-0.787,,11.346,-2.630,target1_hit_daily_approx,57.900,Q3,47.900,Q3,35.900,Q1,57.900,Q3,47.900,Q3,57.900,Q3,25.900,Q1
2026-05-14,ADANIGREEN,,WAIT FOR CONFIRMATION,WAIT,,57.900,13,10,74.800,-0.150,true,false,false,false,false,-3.024,-3.108,-4.487,,6.751,-7.707,stop_hit_daily_approx,57.900,Q3,44.900,Q2,40.900,Q1,57.900,Q3,47.900,Q3,57.900,Q3,27.900,Q1
2026-05-14,ADANIPORTS,,AVOID / NO TRADE,AVOID,,63.600,22,10,68.500,-0.610,false,false,false,false,true,0.792,-1.022,0.691,,3.470,-2.061,entry_reached_no_resolution,63.600,Q4,41.600,Q1,60.600,Q4,63.600,Q4,53.600,Q4,63.600,Q4,38.600,Q2
2026-05-14,ADANIPOWER,,WATCHLIST,WATCHLIST,,71.400,20,10,66.200,-3.880,false,false,false,false,false,-1.762,-2.756,-2.650,,12.139,-5.113,stop_hit_daily_approx,71.400,Q5,51.400,Q4,71.400,Q5,71.400,Q5,61.400,Q5,71.400,Q5,51.400,Q4
2026-05-14,AIAENG,,AVOID / NO TRADE,AVOID,,40.400,0,6,49.200,-8.180,false,false,false,false,true,-0.153,3.635,3.449,,16.384,-1.906,stop_hit_daily_approx,40.400,Q1,40.400,Q1,40.400,Q1,40.400,Q1,34.400,Q1,40.400,Q1,40.400,Q2
2026-05-14,AJANTPHARM,,WAIT FOR CONFIRMATION,WAIT,,50.700,0,10,75.500,0,true,true,false,false,false,-3.134,-0.970,-3.988,,1.064,-8.232,stop_hit_daily_approx,50.700,Q2,50.700,Q3,28.700,Q1,50.700,Q1,40.700,Q1,50.700,Q2,28.700,Q1
2026-05-14,ALKEM,,AVOID / NO TRADE,AVOID,,56.100,0,10,54.900,-6.200,false,false,false,false,true,-1.428,-1.716,-1.150,,1.312,-4.249,stop_hit_daily_approx,56.100,Q3,56.100,Q5,56.100,Q3,56.100,Q3,46.100,Q3,56.100,Q3,56.100,Q5
2026-05-14,ALKYLAMINE,,AVOID / NO TRADE,AVOID,,57.900,0,10,65.800,-27.830,false,false,false,false,true,-2.125,0.358,-1,,3.205,-7.864,stop_hit_daily_approx,57.900,Q3,57.900,Q5,57.900,Q4,57.900,Q3,47.900,Q3,57.900,Q3,57.900,Q5
2026-05-14,ALLCARGO,,AVOID / NO TRADE,AVOID,,45.700,9,10,47.500,-73.070,false,false,false,false,false,-3.084,-4.626,-4.626,,5.727,-13.546,stop_hit_daily_approx,45.700,Q1,36.700,Q1,45.700,Q2,45.700,Q1,35.700,Q1,45.700,Q1,36.700,Q2
2026-05-14,AMBUJACEM,,AVOID / NO TRADE,AVOID,,48.600,17,6,49.300,-28.970,false,false,false,true,true,-2.287,-2.748,-1.678,,4.077,-5.136,stop_hit_daily_approx,48.600,Q1,31.600,Q1,48.600,Q2,48.600,Q1,42.600,Q2,48.600,Q1,31.600,Q1
2026-05-14,ANANTRAJ,,AVOID / NO TRADE,AVOID,,30,0,10,48,-32.900,false,false,false,true,false,-2.164,-3.317,2.255,,3.737,-7.014,not_triggered,30,Q1,30,Q1,30,Q1,30,Q1,20,Q1,30,Q1,30,Q1
2026-05-14,ANGELONE,,WAIT FOR CONFIRMATION,WAIT,,53.900,0,10,53.600,-8.990,false,false,false,false,false,0.656,7.594,11.415,,15.139,-2.116,target1_hit_daily_approx,53.900,Q2,53.900,Q4,53.900,Q3,53.900,Q2,43.900,Q2,53.900,Q2,53.900,Q4
2026-05-14,APARINDS,,AVOID / NO TRADE,AVOID,,48.200,0,10,63.500,-2.050,false,false,false,false,false,-0.636,-3.173,0.974,,6.669,-6.810,stop_hit_daily_approx,48.200,Q1,48.200,Q3,45.200,Q2,48.200,Q1,38.200,Q1,48.200,Q1,45.200,Q3
2026-05-14,APLAPOLLO,,AVOID / NO TRADE,AVOID,,26.400,0,10,41.900,-17.620,false,false,false,true,false,-0.306,-1.661,-1.867,,2.500,-3.919,stop_hit_daily_approx,26.400,Q1,26.400,Q1,26.400,Q1,26.400,Q1,16.400,Q1,26.400,Q1,26.400,Q1
2026-05-14,APLLTD,,AVOID / NO TRADE,AVOID,,53.600,0,10,59.900,-29.150,false,false,false,false,true,-0.115,-4.318,-4.599,,3.057,-9.465,stop_hit_daily_approx,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-14,APOLLOHOSP,,AVOID / NO TRADE,AVOID,,60,11,6,66.700,-0.790,false,false,false,false,true,-0.400,-1.097,2.384,,4.042,-3.703,stop_hit_daily_approx,60,Q4,49,Q3,57,Q4,60,Q3,54,Q4,60,Q4,46,Q3
2026-05-14,APTUS,,AVOID / NO TRADE,AVOID,,50,0,10,60.100,-26.030,false,false,false,false,true,-1.783,-5.460,-1.541,,1.838,-6.964,not_triggered,50,Q1,50,Q3,50,Q2,50,Q1,40,Q1,50,Q1,50,Q3
2026-05-14,ARVIND,,WAIT FOR CONFIRMATION,WAIT,,53.600,0,10,67.500,-4.930,false,false,false,false,false,3.227,11.167,12.162,,14.634,-0.137,entry_reached_no_resolution,53.600,Q2,53.600,Q4,53.600,Q3,53.600,Q2,43.600,Q2,53.600,Q2,53.600,Q4
2026-05-14,ASHOKLEY,,AVOID / NO TRADE,AVOID,,27.500,0,10,36.800,-28.400,false,false,false,true,true,-0.726,-1.861,0.149,,7.488,-3.559,entry_reached_no_resolution,27.500,Q1,27.500,Q1,27.500,Q1,27.500,Q1,17.500,Q1,27.500,Q1,27.500,Q1
2026-05-14,ASIANPAINT,,WAIT FOR CONFIRMATION,WAIT,,55.700,10,10,64.400,-12.450,false,false,false,false,false,-0.321,-0.509,-0.581,,2.892,-2.219,entry_reached_no_resolution,55.700,Q3,45.700,Q2,55.700,Q3,55.700,Q2,45.700,Q3,55.700,Q3,45.700,Q3
2026-05-14,ASTERDM,,AVOID / NO TRADE,AVOID,,54.600,0,10,65.600,-2.530,false,false,false,false,true,0.420,-0.213,1.166,,3.471,-2.245,entry_reached_no_resolution,54.600,Q2,54.600,Q4,51.600,Q2,54.600,Q2,44.600,Q2,54.600,Q2,51.600,Q4
2026-05-14,ASTRAZEN,,AVOID / NO TRADE,AVOID,,27.900,0,3,48.200,-22.130,false,false,false,false,false,1.724,4.450,3.177,,9.910,-0.282,target1_hit_daily_approx,27.900,Q1,27.900,Q1,27.900,Q1,27.900,Q1,24.900,Q1,27.900,Q1,27.900,Q1
2026-05-14,ATGL,,AVOID / NO TRADE,AVOID,,53.900,0,10,52.500,-22.830,false,false,false,false,true,0.073,1.218,3.621,,34.784,-3.191,stop_hit_daily_approx,53.900,Q2,53.900,Q4,53.900,Q3,53.900,Q2,43.900,Q2,53.900,Q2,53.900,Q4
2026-05-14,ATUL,,AVOID / NO TRADE,AVOID,,46.400,0,10,59.400,-10.580,false,false,false,false,false,1.953,1.235,1.335,,2.958,-2.671,stop_hit_daily_approx,46.400,Q1,46.400,Q2,46.400,Q2,46.400,Q1,36.400,Q1,46.400,Q1,46.400,Q3
2026-05-14,AXISBANK,,AVOID / NO TRADE,AVOID,,42.100,12,10,41.500,-11.510,false,false,false,false,true,-0.821,-1.339,-0.143,,4.932,-2.629,entry_reached_no_resolution,42.100,Q1,30.100,Q1,42.100,Q1,42.100,Q1,32.100,Q1,42.100,Q1,30.100,Q1
2026-05-14,BAJAJ-AUTO,,WATCHLIST,WATCHLIST,,69.600,24,10,62.200,-3.180,false,false,false,false,false,-0.618,-2.270,2.155,,3.754,-3.481,stop_hit_daily_approx,69.600,Q5,45.600,Q2,69.600,Q5,69.600,Q5,59.600,Q5,69.600,Q5,45.600,Q3
2026-05-14,BAJAJCON,,WATCHLIST,WATCHLIST,,64.300,23,10,63.700,-7.590,false,false,false,false,false,3.795,1.728,5.572,,12.205,-2.472,entry_reached_no_resolution,64.300,Q4,41.300,Q1,64.300,Q5,64.300,Q4,54.300,Q4,64.300,Q4,41.300,Q2
